,name,amount,
2310,CryptoPunk 5131,1.29,($315)
2311,CryptoPunk 5131,1.45,($299)
2312,CryptoPunk 5131,1.45,($290)
2313,CryptoPunk 2071,77.73,"($262,064)"
2314,CryptoPunk 2071,100,"($436,929)"
2315,CryptoPunk 2071,22.5,"($38,147)"
2316,CryptoPunk 2071,0.01,($<0.01)
2317,CryptoPunk 2071,0.12,($84)
2318,CryptoPunk 2071,0.12,($79)
2319,CryptoPunk 9056,77.77,"($261,358)"
2320,CryptoPunk 9056,64,"($205,723)"
2321,CryptoPunk 9056,88.88,"($274,278)"
2322,CryptoPunk 9056,19,"($33,929)"
2323,CryptoPunk 9056,19,"($34,793)"
2324,CryptoPunk 9056,31,"($54,183)"
2325,CryptoPunk 9056,0.49,($118)
2326,CryptoPunk 7214,55,"($207,248)"
2327,CryptoPunk 7214,55,"($206,243)"
2328,CryptoPunk 7214,77.77,"($291,931)"
2329,CryptoPunk 7214,0.01,$0 
2330,CryptoPunk 7214,0.01,($1)
2331,CryptoPunk 7214,0.01,($2)
2332,CryptoPunk 3845,77.8,"($255,160)"
2333,CryptoPunk 3845,60.69,"($223,396)"
2334,CryptoPunk 3845,60.69,"($230,472)"
2335,CryptoPunk 3845,75,"($296,281)"
2336,CryptoPunk 3845,90,"($375,194)"
2337,CryptoPunk 3845,218,"($704,857)"
2338,CryptoPunk 3845,20.21,"($46,983)"
2339,CryptoPunk 3845,20.21,"($46,983)"
2340,CryptoPunk 3845,19,"($41,214)"
2341,CryptoPunk 3845,19,"($40,787)"
2342,CryptoPunk 3845,17,"($36,091)"
2343,CryptoPunk 3845,17,"($36,091)"
2344,CryptoPunk 3845,22.22,"($56,413)"
2345,CryptoPunk 3845,25,"($97,219)"
2346,CryptoPunk 3845,28.78,"($83,037)"
2347,CryptoPunk 3845,32,"($68,798)"
2348,CryptoPunk 3845,9.99,"($13,531)"
2349,CryptoPunk 3845,5.82,"($2,115)"
2350,CryptoPunk 3845,5.82,"($1,371)"
2351,CryptoPunk 3845,1.67,($452)
2352,CryptoPunk 3845,0.65,($176)
2353,CryptoPunk 3845,0.5,($123)
2354,CryptoPunk 3845,0.65,($153)
2355,CryptoPunk 3845,0.6,($141)
2356,CryptoPunk 3845,0.5,($115)
2357,CryptoPunk 3845,0.79,($144)
2358,CryptoPunk 3845,0.11,($67)
2359,CryptoPunk 3845,0.11,($79)
2360,CryptoPunk 3845,0.2,($170)
2361,CryptoPunk 3845,1,"($1,170)"
2362,CryptoPunk 3845,0.25,($288)
2363,CryptoPunk 3845,0.4,($274)
2364,CryptoPunk 3845,10,"($1,971)"
2365,CryptoPunk 927,77.95,"($300,454)"
2366,CryptoPunk 927,97,"($444,923)"
2367,CryptoPunk 927,116,"($521,934)"
2368,CryptoPunk 927,129,"($541,217)"
2369,CryptoPunk 927,165,"($637,380)"
2370,CryptoPunk 927,0.65,($88)
2371,CryptoPunk 927,0.65,($86)
2372,CryptoPunk 1181,77.97,"($237,085)"
2373,CryptoPunk 1181,62,"($253,892)"
2374,CryptoPunk 1181,62,"($251,404)"
2375,CryptoPunk 1181,51.31,"($204,223)"
2376,CryptoPunk 1181,51.31,"($205,822)"
2377,CryptoPunk 1181,65,"($261,087)"
2378,CryptoPunk 1181,100,"($396,678)"
2379,CryptoPunk 1181,90,"($387,191)"
2380,CryptoPunk 1181,115,"($530,349)"
2381,CryptoPunk 1181,133.33,"($627,803)"
2382,CryptoPunk 1181,130,"($519,176)"
2383,CryptoPunk 1181,936,($3.3M)
